stem,split
003166,train
009092,train
002335,train
006146,train
002118,train
001339,train
002820,train
002865,train
004516,train
007878,train
008024,train
001454,train
003654,train
005851,train
007923,train
008236,train
001981,train
000250,train
007861,train
001014,train
005205,train
009473,train
004137,train
003802,train
008040,train
009493,train
001631,train
006544,train
006087,train
006556,train
000270,train
002043,train
008901,train
009074,train
007785,train
006007,train
000237,train
009238,train
008009,train
001111,train
003304,train
004151,train
002548,train
000537,train
009578,train
007757,train
005983,train
003063,train
004231,train
003968,train
009734,train
007208,train
003618,train
001539,train
006502,train
005288,train
007425,train
003414,train
002207,train
002628,train
008805,train
007020,train
001100,train
001867,train
000804,train
007340,train
004027,train
007000,train
007713,train
002482,train
002767,train
000165,train
006196,train
005777,train
003892,train
000403,train
001946,train
006444,train
002715,train
003242,train
009385,train
003290,train
005577,train
008882,train
005064,train
001178,train
003301,train
002256,train
001410,train
007806,train
003875,train
004988,train
004686,train
003977,train
005364,train
009673,train
002163,train
003366,train
005768,train
008781,train
002343,train
009070,train
004609,train
006161,train
008354,train
004773,train
006670,train
004641,train
001214,train
009022,train
003395,train
000921,train
005883,train
005760,train
007417,train
005104,train
008177,train
003753,train
008556,train
002262,train
002671,train
007392,train
003255,train
009216,train
003179,train
006679,train
000548,train
002619,train
008539,train
004874,train
001211,train
009724,train
009939,train
009729,train
008873,train
009699,train
003468,train
006089,train
008384,train
001578,train
006581,train
007057,train
001416,train
006956,train
000985,train
001207,train
005081,train
005550,train
009456,train
004233,train
004679,train
004113,train
000284,train
003234,train
000646,train
006127,train
003901,train
001930,train
006644,train
003889,train
005628,train
009913,train
003429,train
004280,train
003171,train
006057,train
004535,train
001863,train
008782,train
008954,train
004435,train
002816,train
005473,train
007129,train
008269,train
005467,train
005705,train
001238,train
000504,train
004622,train
009662,train
001853,train
002157,train
003809,train
003602,train
002156,train
000365,train
006905,train
009751,train
003026,train
003124,train
007435,train
001514,train
003174,train
004457,train
005258,train
000746,train
006148,train
005415,train
004006,train
008087,train
003256,train
007383,train
000946,train
009499,train
000671,train
007646,train
005228,train
001399,train
009297,train
000210,train
000794,train
001635,train
003934,train
004916,train
007045,train
005423,train
008530,train
009563,train
009745,train
000031,train
008725,train
000446,train
001258,train
004021,train
004502,train
004683,train
006997,train
009605,train
000785,train
001945,train
006786,train
008911,train
005411,train
002173,train
004424,train
004539,train
009519,train
003352,train
008877,train
006440,train
008014,train
000829,train
000438,train
001286,train
003556,train
004975,train
001351,train
006687,train
008437,train
000253,train
005956,train
006893,train
005026,train
004866,train
002768,train
006202,train
004481,train
006099,train
001318,train
009325,train
001393,train
002800,train
000607,train
008554,train
002139,train
002610,train
000164,train
002415,train
000273,train
000603,train
008910,train
001332,train
001847,train
005629,train
005332,train
004735,train
007412,train
000830,train
003074,train
004473,train
008927,train
003102,train
007060,train
003391,train
006931,train
003437,train
007313,train
006427,train
000394,train
000010,train
000885,train
008249,train
002871,train
000555,train
005678,train
002044,train
006982,train
002172,train
007733,train
003658,train
002750,train
006803,train
005488,train
005807,train
008392,train
005211,train
009404,train
002617,train
002841,train
001949,train
000637,train
008507,train
001152,train
008480,train
000852,train
009186,train
005239,train
007704,train
005008,train
002606,train
009117,train
001491,train
000265,train
004648,train
003207,train
004692,train
007694,train
000014,train
007763,train
007575,train
002412,train
006552,train
007723,train
003099,train
001436,train
004824,train
005452,train
006260,train
002923,train
005027,train
005681,train
004603,train
007299,train
001427,train
002599,train
005318,train
003991,train
008780,train
003578,train
009837,train
001117,train
002642,train
008768,train
002757,train
000827,train
004800,train
006836,train
008523,train
005771,train
007696,train
000594,train
002989,train
004311,train
000908,train
006885,train
008457,train
004805,train
008002,train
000179,train
000487,train
007748,train
001453,train
008993,train
002791,train
001068,train
001650,train
006278,train
007171,train
006555,train
003915,train
007257,train
000163,train
001792,train
004928,train
001905,train
000460,train
000739,train
000310,train
004017,train
006343,train
008870,train
007318,train
004032,train
001542,train
004612,train
006620,train
004617,train
004650,train
002880,train
007995,train
005762,train
009250,train
007488,train
009252,train
005714,train
008536,train
009255,train
001937,train
009123,train
001423,train
002906,train
007773,train
004716,train
001797,train
000458,train
007386,train
002183,train
001975,train
008535,train
008184,train
007867,train
009941,train
001906,train
007356,train
002928,train
004337,train
006286,train
000479,train
002301,train
006321,train
001794,train
009060,train
006869,train
000213,train
006990,train
002215,train
007444,train
008171,train
004115,train
006712,train
002818,train
003970,train
008491,train
009199,train
007456,train
005843,train
007596,train
000159,train
008694,train
005167,train
009546,train
004307,train
005264,train
007846,train
007545,train
006339,train
006390,train
008102,train
000718,train
007490,train
007015,train
004511,train
003375,train
004086,train
009823,train
005302,train
008811,train
005054,train
008537,train
006833,train
000283,train
001217,train
003653,train
007996,train
002252,train
001533,train
001758,train
008172,train
006409,train
003495,train
005596,train
006494,train
009752,train
006406,train
003235,train
009335,train
003548,train
006609,train
001376,train
008140,train
003776,train
008846,train
008187,train
006921,train
008997,train
001055,train
003632,train
007600,train
001619,train
000528,train
007628,train
000614,train
002120,train
004801,train
004770,train
000688,train
005281,train
005163,train
005622,train
003049,train
008116,train
008451,train
007463,train
001820,train
007667,train
007279,train
000994,train
009744,train
000834,train
006846,train
000775,train
002046,train
006987,train
009937,train
003704,train
003312,train
000254,train
009991,train
008752,train
002448,train
006489,train
000401,train
004206,train
006536,train
008634,train
007603,train
005825,train
008794,train
008253,train
002685,train
001761,train
000330,train
004942,train
005708,train
008391,train
009037,train
007720,train
009951,train
000740,train
009249,train
009677,train
003795,train
007106,train
006613,train
001700,train
002935,train
004390,train
000989,train
003330,train
002572,train
007377,train
006831,train
006856,train
000865,train
001273,train
000892,train
004789,train
007021,train
001660,train
000611,train
001913,train
002227,train
003708,train
002605,train
002672,train
006024,train
005740,train
007577,train
008277,train
002138,train
002389,train
001939,train
009228,train
005426,train
003563,train
007974,train
007769,train
004848,train
000613,train
003230,train
005220,train
001093,train
006738,train
008429,train
009983,train
000695,train
006435,train
009540,train
003051,train
005741,train
003383,train
004257,train
001896,train
008951,train
006608,train
002292,train
005829,train
009184,train
000490,train
004030,train
003439,train
001951,train
004340,train
008345,train
000851,train
002519,train
006985,train
009283,train
003082,train
007572,train
006217,train
000011,train
006320,train
009602,train
006759,train
005209,train
007898,train
004436,train
001908,train
000195,train
003359,train
007306,train
008912,train
002008,train
008661,train
007322,train
006000,train
001600,train
004041,train
008953,train
003016,train
003800,train
007399,train
005101,train
007717,train
002489,train
004618,train
002388,train
001643,train
003022,train
000065,train
003741,train
007137,train
000707,train
006599,train
002545,train
002312,train
003810,train
000564,train
003284,train
006287,train
004225,train
001828,train
007194,train
000431,train
005515,train
004112,train
006342,train
003054,train
004682,train
008306,train
008876,train
002620,train
007323,train
003409,train
006935,train
002636,train
001839,train
003435,train
005371,train
006344,train
005849,train
004529,train
000289,train
001466,train
008329,train
003137,train
008248,train
003864,train
009227,train
002003,train
008720,train
000360,train
000021,train
004168,train
006068,train
001871,train
000944,train
007735,train
005522,train
004701,train
008745,train
002089,train
008631,train
003012,train
006329,train
008601,train
006880,train
000454,train
008986,train
006706,train
009589,train
004064,train
000631,train
005140,train
004723,train
005835,train
002154,train
000523,train
009639,train
002228,train
006459,train
007799,train
000240,train
006319,train
000967,train
006004,train
006617,train
006605,train
006632,train
006541,train
001367,train
002123,train
005904,train
004237,train
004284,train
002840,train
009218,train
001342,train
000092,train
007547,train
007882,train
005799,train
000103,train
000978,train
008283,train
006067,train
005390,train
006075,train
008626,train
002533,train
000450,train
004987,train
005015,train
007641,train
009535,train
008862,train
000706,train
008749,train
008726,train
006778,train
005979,train
003583,train
005723,train
002540,train
000541,train
005268,train
005579,train
007235,train
009879,train
005196,train
004804,train
003200,train
002676,train
004394,train
001272,train
007369,train
004188,train
007250,train
008519,train
000684,train
008444,train
001250,train
006472,train
009093,train
004395,train
005247,train
006542,train
007524,train
005749,train
003469,train
007638,train
009072,train
004104,train
005837,train
005149,train
002346,train
006950,train
003260,train
008284,train
000326,train
001767,train
008512,train
000112,train
000553,train
004811,train
009910,train
000597,train
006310,train
003858,train
008970,train
001415,train
005594,train
006692,train
002993,train
003447,train
004656,train
003168,train
001081,train
002592,train
007049,train
000098,train
004327,train
000581,train
007535,train
007436,train
009759,train
009757,train
000923,train
003161,train
006736,train
007393,train
006420,train
000447,train
005293,train
002421,train
003209,train
008459,train
009782,train
004174,train
004971,train
004241,train
001683,train
008573,train
005393,train
000219,train
006898,train
009433,train
002334,train
004977,train
008007,train
009690,train
004923,train
009644,train
007746,train
000690,train
009155,train
002268,train
002029,train
008064,train
007192,train
003517,train
002879,train
006740,train
005980,train
004829,train
001008,train
006164,train
008469,train
007862,train
007755,train
007520,train
003624,train
005624,train
005046,train
003372,train
009310,train
006129,train
005145,train
001745,train
007374,train
002876,train
003605,train
001344,train
006550,train
009498,train
000069,train
004614,train
009678,train
000560,train
001170,train
006858,train
007602,train
001090,train
006169,train
008654,train
003135,train
001123,train
007181,train
003011,train
002566,train
009303,train
000839,train
005986,train
000731,train
009263,train
001875,train
000580,train
003913,train
001082,train
005685,train
003459,train
000987,train
002814,train
008774,train
008356,train
000076,train
003645,train
005570,train
004255,train
001852,train
008053,train
006630,train
000638,train
008428,train
001748,train
000008,train
000779,train
009275,train
000747,train
005369,train
003516,train
007512,train
006186,train
005729,train
009843,train
002502,train
005124,train
003246,train
008301,train
001355,train
005315,train
005443,train
003046,train
000675,train
002051,train
002952,train
007341,train
000764,train
002244,train
001302,train
007499,train
005324,train
007640,train
005640,train
008516,train
003504,train
000005,train
003739,train
009193,train
001294,train
001017,train
000133,train
003764,train
007116,train
008650,train
009280,train
000376,train
000396,train
006244,train
005591,train
008641,train
006457,train
003975,train
004637,train
001069,train
004734,train
004483,train
002766,train
002323,train
002644,train
007592,train
004052,train
008286,train
003519,train
001784,train
009855,train
004378,train
006973,train
007058,train
002934,train
005712,train
007687,train
005200,train
003755,train
005987,train
000763,train
007328,train
006341,train
000020,train
004767,train
002681,train
003998,train
003724,train
003023,train
005691,train
002279,train
008455,train
008065,train
003300,train
007086,train
006298,train
006509,train
005190,train
008514,train
003702,train
009111,train
003393,train
009547,train
002201,train
009688,train
007506,train
001164,train
006805,train
003217,train
009811,train
006237,train
006685,train
002638,train
005827,train
001198,train
009953,train
001087,train
005746,train
001039,train
007895,train
002271,train
000485,train
003371,train
006436,train
006144,train
001110,train
000780,train
005564,train
004214,train
002190,train
007502,train
008832,train
002397,train
005767,train
002651,train
001379,train
004413,train
008025,train
002302,train
008048,train
002873,train
008476,train
000486,train
006598,train
008570,train
001692,train
006429,train
006968,train
005047,train
001359,train
003507,train
009698,train
004999,train
006864,train
002872,train
005645,train
004816,train
006042,train
006641,train
001719,train
001941,train
006650,train
007390,train
007403,train
003596,train
000712,train
002855,train
002152,train
007839,train
000264,train
009055,train
007558,train
006155,train
007731,train
008623,train
000838,train
003482,train
009770,train
009417,train
003615,train
005889,train
006225,train
000340,train
006199,train
004440,train
003005,train
007914,train
006349,train
002194,train
006796,train
007661,train
000927,train
006771,train
004503,train
004057,train
009045,train
007709,train
006082,train
004633,train
003746,train
006395,train
001377,train
008109,train
004404,train
001841,train
002251,train
000267,train
008449,train
001806,train
006234,train
006519,train
000252,train
004631,train
007221,train
001370,train
004003,train
003636,train
005817,train
009204,train
004028,train
005609,train
007789,train
008946,train
005349,train
007663,train
004600,train
008522,train
007255,train
001598,train
008600,train
003969,train
000078,train
002941,train
008362,train
005074,train
008237,train
002577,train
001532,train
001149,train
002366,train
009523,train
001366,train
004545,train
009321,train
005285,train
006773,train
004402,train
005206,train
008635,train
007134,train
003465,train
009536,train
009829,train
009343,train
004885,train
006948,train
003182,train
004184,train
001158,train
005680,train
003058,train
001499,train
009728,train
002501,train
001954,train
000965,train
002565,train
008125,train
007531,train
000694,train
004834,train
005033,train
002436,train
006558,train
005783,train
007426,train
006666,train
001413,train
005057,train
007040,train
002883,train
002850,train
000935,train
007189,train
003215,train
005007,train
003183,train
007085,train
002567,train
005235,train
004323,train
004009,train
005494,train
002149,train
000933,train
003748,train
001614,train
002670,train
008121,train
008533,train
006941,train
006549,train
000833,train
004729,train
000512,train
006520,train
009501,train
007664,train
008710,train
002280,train
001685,train
001759,train
005773,train
000036,train
009496,train
003518,train
008765,train
003682,train
001616,train
005030,train
006040,train
000239,train
003240,train
003540,train
005384,train
005246,train
007813,train
001511,train
005158,train
003318,train
006535,train
009119,train
003785,train
009680,train
004586,train
002711,train
008344,train
004521,train
001429,train
004227,train
001998,train
007526,train
001346,train
006554,train
005547,train
008532,train
005308,train
009339,train
000185,train
000942,train
005822,train
006637,train
000366,train
002459,train
000550,train
007510,train
003706,train
005707,train
005914,train
003589,train
000799,train
003900,train
006884,train
003956,train
007069,train
001694,train
006424,train
003730,train
002810,train
002555,train
002853,train
009797,train
005981,train
006810,train
000950,train
000703,train
003407,train
002420,train
000856,train
009298,train
000201,train
002825,train
008609,train
004099,train
007986,train
004821,train
005566,train
006327,train
007452,train
003204,train
003064,train
003651,train
007494,train
008744,train
005633,train
004755,train
009461,train
007971,train
007402,train
008974,train
001818,train
002119,train
007376,train
008441,train
000867,train
003526,train
006522,train
002716,train
006165,train
003273,train
005298,train
008915,train
005284,train
004613,train
007525,train
005019,train
005300,train
001362,train
002908,train
005445,train
005387,train
008174,train
007151,train
000895,train
000696,train
005227,train
008685,train
004398,train
006654,train
005747,train
007730,train
007771,train
000301,train
004453,train
003426,train
005666,train
008372,train
009063,train
007754,train
004769,train
003925,train
007505,train
008454,train
008382,train
003088,train
008906,train
003466,train
005859,train
001262,train
005395,train
002069,train
009815,train
002480,train
009013,train
008716,train
007343,train
005513,train
003351,train
006513,train
006518,train
007542,train
008257,train
000566,train
007729,train
008203,train
002386,train
006534,train
003591,train
001717,train
008658,train
003781,train
005957,train
000220,train
009997,train
006288,train
005584,train
001473,train
008473,train
004851,train
001636,train
008323,train
008587,train
002990,train
003218,train
007473,train
007625,train
008562,val
003080,val
002669,val
001985,val
006405,val
004717,val
009322,val
005184,val
005693,val
006020,val
002387,val
008190,val
007183,val
001455,val
009200,val
007892,val
001645,val
005695,val
008802,val
007501,val
007492,val
001115,val
004869,val
005333,val
006746,val
006680,val
008793,val
002742,val
003606,val
002699,val
008072,val
007118,val
009517,val
006894,val
002721,val
009181,val
007745,val
002495,val
007604,val
008861,val
009151,val
001601,val
005051,val
004864,val
009814,val
008764,val
007951,val
002020,val
002061,val
002958,val
007807,val
006411,val
007944,val
008044,val
003449,val
002260,val
003560,val
001369,val
000518,val
007360,val
004039,val
002198,val
002466,val
002202,val
009582,val
008538,val
007388,val
005614,val
009514,val
004268,val
004685,val
008273,val
008865,val
005937,val
008334,val
006382,val
008620,val
003389,val
002390,val
000101,val
009268,val
007518,val
002657,val
006426,val
004899,val
004890,val
000762,val
004540,val
002899,val
000734,val
000215,val
000846,val
008200,val
004197,val
004544,val
009794,val
003676,val
008126,val
009986,val
008505,val
001085,val
000837,val
008385,val
006236,val
002948,val
003643,val
002525,val
007858,val
000749,val
008462,val
002954,val
009095,val
003191,val
007168,val
009567,val
005192,val
009462,val
005830,val
003112,val
001263,val
002195,val
008579,val
008108,val
005841,val
002018,val
009820,val
009028,val
008261,val
009636,val
000702,val
003113,val
005412,val
004799,val
009065,val
001521,val
003537,val
003075,val
009700,val
002914,val
008622,val
004019,val
003690,val
006418,val
002239,val
008806,val
000242,val
002673,val
006336,val
007394,val
004879,val
005028,val
009293,val
004957,val
002790,val
000622,val
006870,val
001901,val
003580,val
000800,val
000439,val
002833,val
006106,val
009154,val
000642,val
005932,val
005646,val
008677,val
007324,val
006059,val
006189,val
003144,val
002717,val
004428,val
008390,val
003187,val
006958,val
006837,val
004642,val
001969,val
007636,val
008921,val
008054,val
000630,val
009506,val
006724,val
005838,val
006723,val
006162,val
008084,val
009867,val
008741,val
008575,val
002576,val
006966,val
001469,val
008422,val
005391,val
008490,val
004448,val
009764,val
005606,val
009726,val
000381,val
002220,val
003895,val
004643,val
005671,val
007111,val
001731,val
008732,val
000348,val
007674,val
009516,val
007028,val
004635,val
008039,val
006425,val
005283,val
003554,val
009970,val
004094,val
000677,val
009836,val
005757,val
000077,val
005216,val
000459,val
009795,val
004527,val
007427,val
003106,val
003320,val
000765,val
009861,val
006222,val
005323,val
008729,val
009393,val
000660,val
006945,val
006783,val
005603,val
002457,val
001850,val
005711,val
001992,val
004628,val
003760,val
003326,val
003056,val
009185,val
003251,val
007327,val
002189,val
002903,val
009441,val
008787,val
004312,val
005077,val
001572,val
009049,val
001219,val
007794,val
000789,val
000876,val
001468,val
006604,val
009966,val
005521,val
005716,val
006661,val
009648,val
000140,val
002348,val
004388,val
002250,val
005916,val
008219,val
000137,val
000097,val
003369,val
004519,val
004359,val
000054,val
007980,val
003996,val
008750,val
003958,val
008057,val
005462,val
005224,val
008936,val
000495,val
008092,val
003735,val
004142,val
001791,val
000074,val
001237,val
008747,val
000556,val
001895,val
005166,val
008055,val
007859,val
003378,val
000052,val
008104,val
000397,val
005474,val
006701,val
000608,val
006936,val
009977,val
000277,val
004292,val
000481,val
005257,val
004441,val
008860,val
001507,val
008989,val
008724,val
005900,val
009549,val
001386,val
009331,val
009018,val
006002,val
001378,val
003775,val
004018,val
006058,val
005256,val
009109,val
009990,val
008258,val
006253,val
002108,val
002765,val
005610,val
005362,val
004510,val
004090,val
002013,val
006826,val
004667,val
009731,val
001884,val
002702,val
001607,val
001248,val
002418,val
003420,val
005898,val
004744,val
004784,val
008110,val
009907,val
008948,val
008207,val
006072,val
001812,val
009156,val
004608,val
000374,val
003390,val
002563,val
003036,val
001664,val
002623,val
006879,val
007418,val
008878,val
005918,val
006576,val
000807,val
008924,val
009769,val
007231,val
004200,val
002946,val
007732,val
008226,val
002943,val
008703,val
009600,val
003819,val
003118,val
002318,val
006353,val
009482,val
004522,val
007877,val
009789,val
001675,val
007829,val
008888,val
005698,val
001987,val
009841,val
007519,val
009819,val
009595,val
006074,val
001556,val
001735,val
008675,val
002483,val
002727,val
007122,val
001711,val
003927,val
001777,val
004578,val
005500,val
008515,val
008347,val
006239,val
007906,val
001541,val
000596,val
007156,val
000323,val
004939,val
004955,val
005518,val
003089,val
002199,val
008827,val
001560,val
006794,val
005935,val
004387,val
009503,val
003039,val
009645,val
003684,val
007899,val
005297,val
007865,val
001665,val
009622,val
009098,val
003181,val
001098,val
004341,val
004565,val
008035,val
003380,val
004607,val
007635,val
003793,val
006600,val
001182,val
005796,val
007024,val
008546,val
001846,val
006957,val
001974,val
003879,val
004406,val
009050,val
001506,val
003083,val
002456,val
001222,val
003344,val
003410,val
005704,val
002611,val
004296,val
006437,val
009071,val
005499,val
005270,val
002821,val
000384,val
004060,val
004553,val
003499,val
005560,val
005128,val
007901,val
007467,val
008733,val
009458,val
008517,val
004560,val
000499,val
008448,val
002461,val
003387,val
001810,val
004270,val
007546,val
001173,val
009100,val
002472,val
009217,val
008474,val
007910,val
008133,val
006328,val
004898,val
004730,val
002612,val
009101,val
008908,val
007507,val
009241,val
001918,val
009073,val
004127,val
001147,val
000462,val
006357,val
008755,val
006179,val
001779,val
004421,val
001919,val
009420,val
009822,val
000362,val
006066,val
002004,val
008141,val
007810,val
009015,val
005505,val
004897,val
009995,val
000275,val
004865,val
000826,val
000551,val
001688,val
001971,val
009666,val
007283,val
009637,val
009895,val
005037,val
003434,val
005408,val
006631,val
000263,val
000924,val
006270,val
005939,val
007169,val
001544,val
002258,val
001270,val
002835,val
003773,val
007683,val
001881,val
009130,val
003107,val
004357,val
003474,val
009163,val
005890,val
008513,val
009188,val
007804,val
000186,val
006194,val
000028,val
006838,val
009999,val
008560,val
001043,val
008904,val
008058,val
004401,val
001462,val
000971,val
002848,val
007047,val
005353,val
001089,val
004417,val
007164,val
009788,val
005592,val
000657,val
003077,val
003092,val
009936,val
007513,val
009866,val
008736,val
003133,val
007301,val
003067,val
009525,val
007841,val
009619,val
005255,val
006273,val
001109,val
008581,val
001474,val
008674,val
002351,val
000259,val
003867,val
000565,val
008335,val
000493,val
004433,val
000522,val
005737,val
002822,val
009824,val
008077,val
000598,val
004737,val
001785,val
006109,val
000024,val
006688,val
002084,val
003243,val
000178,val
009948,val
002524,val
006610,val
009315,val
003787,val
004577,val
009097,val
004619,val
003742,val
003403,val
004204,val
001080,val
003714,val
000455,val
009413,val
003649,val
004180,val
007363,val
008220,val
004004,val
004777,val
005872,val
001682,val
005572,val
000952,val
003619,val
009398,val
006999,val
002687,val
001347,val
001227,val
008130,val
004691,val
001656,val
008148,val
007396,val
004486,val
006789,val
000505,val
008995,val
004621,val
007514,val
000639,val
002963,val
005765,val
004326,val
007741,val
007965,val
000670,val
006450,val
007152,val
004880,val
006182,val
009494,val
002027,val
006241,val
001789,val
006763,val
005440,val
006569,val
004403,val
006204,val
003857,val
007477,val
009947,val
005750,val
003406,val
008357,val
004962,val
006125,val
009006,val
001254,val
003917,val
001094,val
001795,val
001809,val
005035,val
003010,val
008760,val
009386,val
008801,val
007762,val
000961,val
007930,val
009967,val
006306,val
009428,val
009081,val
007332,val
007562,val
004116,val
005620,val
007760,val
008170,val
008314,val
003812,val
000968,val
005470,val
009378,val
001935,val
005675,val
002945,val
005354,val
008193,val
000093,val
004693,val
005921,val
009190,val
008602,val
002700,val
002187,val
006174,val
003659,val
008297,val
003142,val
002136,val
000055,val
002032,val
007666,val
002650,val
007848,val
001151,val
001513,val
000781,val
008553,val
003283,val
008804,val
008063,val
004221,val
003503,val
006774,val
003321,val
007348,val
005232,val
007013,val
005004,val
001437,val
008754,val
006203,val
005524,val
004651,val
002416,val
006477,val
002761,val
006034,val
000115,val
001525,val
005886,val
002107,val
009847,val
003759,val
005989,val
008059,val
002708,val
000922,val
009286,val
001579,val
002235,val
003834,val
008106,val
009278,val
008759,val
007688,val
007284,val
004046,val
008899,val
004450,val
005253,val
003722,val
002331,val
002744,val
007605,val
000879,val
004937,val
004652,val
009222,val
000075,val
000306,val
007182,val
002371,val
007586,val
007145,val
006135,val
007672,val
001526,val
004058,val
006454,val
003252,val
006850,val
000297,val
007533,val
007650,val
001440,val
006861,val
007227,val
003423,val
001434,val
007548,val
007481,val
000305,val
008913,val
009180,val
005923,val
006051,val
004383,val
008880,val
008585,val
005343,val
000732,val
006297,val
007437,val
000484,val
005291,val
002338,val
002631,val
008198,val
006192,val
009029,val
005329,val
003911,val
003896,val
009168,val
007214,val
007659,val
005348,val
003333,val
008350,val
009484,val
004508,val
009062,val
001126,val
006314,val
005580,val
009399,val
003869,val
008855,val
009828,val
003385,val
000820,val
008268,val
001907,val
005226,val
001848,val
004350,val
007415,val
005487,val
000415,val
001986,val
001960,val
008381,val
006069,val
005043,val
000894,val
008840,val
002225,val
005703,val
004604,val
007643,val
002221,val
004412,val
006782,val
001655,val
001752,val
003924,val
006122,val
002100,val
005373,val
003623,val
009114,val
002837,val
000647,val
008399,val
007825,val
002356,val
009810,val
002379,val
001199,val
006591,val
006332,val
007820,val
008566,val
006704,val
008612,val
007338,val
003110,val
004449,val
005542,val
004697,val
009725,val
002357,val
008939,val
005911,val
006515,val
007655,val
007648,val
004591,val
002857,val
003930,val
002597,val
004005,val
005775,val
009054,val
007970,val
005774,val
002367,val
006317,val
002438,val
007712,val
001842,val
002445,val
004571,val
002285,val
002019,val
008259,val
001575,val
003966,val
004997,val
008925,val
005679,val
006583,val
005269,val
008000,val
005905,val
007107,val
006324,val
005536,val
008608,val
008690,val
008225,val
004367,val
007472,val
003765,val
001418,val
007837,val
002570,val
003086,val
009898,val
008497,val
005424,val
009608,val
004594,val
008395,val
004249,val
001131,val
005781,val
008325,val
005958,val
006027,val
006949,val
007150,val
003863,val
007540,val
005009,val
006348,val
004110,val
003361,val
001670,val
005656,val
003382,val
001240,val
003430,val
002569,val
008678,val
000155,val
001562,val
000900,val
005738,val
007767,val
004690,val
009553,val
001984,val
009306,val
008504,val
008968,val
009559,val
006890,val
006345,val
005076,val
009538,val
005152,val
004294,val
001396,val
003935,val
004780,val
009359,val
005909,val
008687,val
004731,val
004738,val
006358,val
007963,val
006413,val
005370,val
007922,val
002175,val
003887,val
009857,val
000218,val
005154,val
005636,val
009556,val
005941,val
007362,val
006527,val
002520,val
009082,val
003412,val
008027,val
008676,val
005519,val
002713,val
003017,val
000136,val
006682,val
003890,val
002455,val
004611,val
005805,val
008211,val
004360,val
004175,val
008712,val
008401,val
002755,val
004863,val
002451,val
006902,val
006056,val
009620,val
003219,val
001331,val
002609,val
005022,val
007629,val
002686,val
001145,val
004223,val
009057,val
004966,val
001220,val
008773,val
004254,val
003880,val
006586,val
002728,val
005845,val
009712,val
000318,val
000371,val
000329,val
008483,val
003288,val
004170,val
004935,val
001630,val
001181,val
006184,val
002995,val
007691,val
009320,val
002777,val
008083,val
008909,val
003057,val
003226,val
000792,val
007987,val
001054,val
000973,val
005005,val
009162,val
008704,val
006760,val
002291,val
004504,val
006261,val
003689,val
004130,val
009586,val
000602,val
002364,val
004532,val
002969,val
001594,val
004602,val
004671,val
000419,val
003281,val
000370,val
002997,val
003303,val
006257,val
002996,val
005959,val
002166,val
007229,val
001097,val
003530,val
000880,val
006940,val
000066,val
004396,val
009904,val
003855,val
005509,val
005359,val
006904,val
007228,val
004894,val
004054,val
002304,val
008181,val
000398,val
002890,val
004778,val
001762,val
001972,val
007919,val
003745,val
004140,val
003221,val
007743,val
000737,val
000189,val
004074,val
008510,val
007201,val
004085,val
009183,val
004216,val
008158,val
004081,val
001305,val
006251,val
001555,val
002561,val
005907,val
004732,val
007649,val
002682,val
006664,val
001308,val
008466,val
008246,val
009746,val
002033,val
003425,val
005041,val
007079,val
003146,val
009787,val
002377,val
000414,val
000793,val
001154,val
002030,val
009177,val
002191,val
001003,val
003821,val
001980,val
002614,val
001739,val
008863,val
002142,val
008769,val
005658,val
005231,val
005121,val
002353,val
009869,val
003342,val
007609,val
009261,val
006809,val
007202,val
002589,val
000981,val
001195,val
008770,val
004873,val
009530,val
009996,val
007912,val
008961,val
004745,val
008159,val
000496,val
008414,val
003453,val
004336,val
008679,val
009201,val
000464,val
000674,val
005531,val
002804,val
002526,val
002762,val
009510,val
008597,val
002050,val
004496,val
003216,val
004105,val
001292,val
004653,val
005669,val
003694,val
005286,val
002653,val
009742,val
009165,val
002507,val
002034,val
000907,val
009719,val
007088,val
002114,val
002981,val
002102,val
005644,val
007632,val
007372,val
008592,val
005194,val
002053,val
001208,val
006708,val
008748,val
007842,val
008853,val
009626,val
001077,val
001412,val
002126,val
009411,val
006044,val
009253,val
009346,val
008094,val
009609,val
002275,val
003292,val
009480,val
009381,val
005922,val
002852,val
002580,val
004914,val
004757,val
001063,val
005692,val
005236,val
001438,val
007292,val
002828,val
007406,val
009225,val
009402,val
002009,val
003279,val
008047,val
004678,val
003515,val
007311,val
004264,val
004288,val
001929,val
006340,val
008176,val
003048,val
000424,val
009087,val
004089,val
004566,val
005150,val
006521,val
006012,val
002255,val
001259,val
007273,val
006095,val
006077,val
007371,val
002513,val
000530,val
006272,val
005933,val
006001,val
003866,val
001101,val
009034,val
000570,val
009670,val
002339,val
008800,val
009884,val
005952,val
006655,val
009196,val
000939,val
004498,val
007126,val
005776,val
008655,val
007325,val
005759,val
007272,val
002730,val
006981,val
009469,val
005021,val
004843,val
005372,val
001311,val
009817,val
005262,val
004813,val
002956,val
008664,val
008983,val
006955,val
001353,val
004369,val
009753,val
008151,val
008129,val
003060,val
005554,val
006334,val
007204,val
006553,val
007159,val
006029,val
002039,val
004476,val
005438,val
000783,val
005848,val
004687,val
003131,val
000599,val
004150,val
007756,val
006524,val
005080,val
005170,val
000686,val
003268,val
000717,val
003302,val
004807,val
000605,val
007498,val
001033,val
002209,val
002986,val
007840,val
009477,val
008984,val
009019,val
008943,val
000726,val
002185,val
005447,val
001698,val
